"keyword","impression","click","cost","ranking","conversion"
"预订机票",88,3,3.45,7.67,0
"深圳飞机",1660,12,8.29,6.51,0
"西双版纳飞机票价",63,2,1.53,5.86,0
"上海低价机票",239,4,2.92,9.15,0
"深圳的飞机票",936,15,10.12,9.57,0
"丽江飞机票",22,2,3.16,1.38,0
"什么网站机票便宜",6,1,0.43,8,0
"三亚机票预订",16,1,1.04,8.91,0
"深圳订机票网",7,1,1.3,8.17,0
"武汉特价机票",97,2,1.25,7.98,0
"上海-买机票",74,2,2.06,4.75,0
"武汉机票",30,2,1.04,9.38,0
"淘宝机票查询",41,1,0.5,8.28,0
"北京打折机票",18,1,0.86,5.43,0
"广州的飞机票",368,3,1.41,9.02,0
"机票价格查询",4905,121,127.14,9.22,5
"烟台机票打折",11,1,1.02,8.17,0
"打折机票价格查询",552,16,8.89,8.37,0
"乌鲁木齐机票价格查询",23,1,1.05,11.13,0
"深圳机票查询",65,4,4.81,5.91,1
"特价机票",3335,38,21.07,9.45,3
"机票价格",383,5,2.66,10.91,1
"头等舱机票查询",51,1,0.44,8.33,0
"西安机票查询预订",14,2,1.54,8.23,0
"武汉打折机票",161,2,1.17,8.03,0
"飞机票价格查询",948,19,13.26,8.6,0
"太原航班查询",44,1,0.69,4.73,0
"天津的飞机",78,1,0.72,5.82,0
"特价机票查询",4527,112,70.17,8.6,2
"特价机票价格",1515,72,74.99,8.71,2
"民航机票",38,2,1.38,5.22,0
"特价飞机票",285,35,33.87,4.23,0
"哈尔滨航班查询",40,2,1.18,5.1,0
"预订特价机票",1604,74,48.84,7.84,15
"定机票网",31,1,0.45,7.35,0
"天津的飞机",258,2,1.06,6.1,0
"珠海航班",32,1,0.92,6.29,0
"拉萨特价机票",16,3,1.74,7.27,0
"深圳便宜机票",6,2,2.01,3.75,0
"机票比价网",27,2,0.98,1.33,1
"上海周边自助游",7,1,1.01,10.6,0
"天津特价机票",166,8,7.85,6.73,0
"乌鲁木齐打折机票查询",45,1,0.34,10.9,0
"儿童机票怎么买",85,5,2.66,3.43,0
"郑州打折机票价格查询",13,1,0.46,12.33,0
"北京机票网",28,2,1.68,8.24,0
"三亚机票价格",43,1,0.55,7.88,0
"北京-特价机票",8,1,0.75,4.6,0
"上海-预订机票",985,26,15.84,7.92,0
"特价机票查询网",93,4,2.69,9.42,0
"北京最低折扣机票",61,3,1.85,7.5,0
"17u.cn",26,1,0.3,3.88,0
"昆明特价飞机票查询",43,1,0.68,7.93,0
"北京便宜机票",191,4,2.78,6.94,0
"哪买机票最便宜",11,1,0.41,3,0
"上海-便宜飞机票",6,1,0.82,4,3
"三亚机票",111,14,8.75,3.84,0
"济南飞机",152,1,0.53,7.72,0
"成都特价机票",46,1,1.1,7.58,0
"订飞机票",2212,46,30.27,9.08,2
"上海机票预订",87,1,0.75,7.89,0
"特价北京飞机票",7,1,0.53,8.5,0
"飞机票最低折扣",59,2,0.91,7.14,0
"南京机票特价",108,1,1.1,7.57,0
"机票团购",149,3,1.41,8.86,0
"乌鲁木齐便宜机票",55,2,2.02,8.78,2
"哪里机票便宜",29,1,0.45,8.58,0
"机票价格查询",1230,5,3.13,11.95,0
"特价飞机票价格查询",122,1,0.47,9.22,0
"机票",21534,292,298.43,7.5,16
"成都便宜飞机票",40,2,1.42,7.14,0
"飞机票哪个网便宜",3,1,0.59,7,0
"杭州定机票",8,1,0.8,13.14,0
"成都-飞机票",69,1,0.79,9.3,0
"武汉航班查询",258,2,1.2,5.85,0
"三亚飞机票价",30,1,0.63,5.08,0
"通辽机票",43,1,0.63,8.31,0
"三亚机票",108,4,2.8,6.65,0
"厦门机票",324,5,4.88,5.57,0
"春节机票预订",50,2,1.95,6.57,1
"昆明订机票",12,1,0.96,7.82,0
"南京机票特价",174,3,1.89,8.81,0
"海口订机票",37,1,0.65,7.91,0
"哈尔滨-机票",9,1,0.65,10.13,0
"订机票网站",68,3,1.9,6.65,1
"呼和浩特打折机票",52,2,1.34,6.57,0
"订机票-深圳",444,21,22.44,5.73,0
"深圳机票",61,3,2.37,4.43,0
"北京机票-网",21,1,1.07,5.47,0
"石家庄打折机票预订",6,1,0.65,8,0
"深圳便宜机票",56,2,1.57,7.35,0
"南昌航班查询",89,1,0.62,7.08,0
"特价机票查询",4426,61,25.45,9.61,2
"广州-折扣机票",5,1,1.54,4,0
"厦门的飞机票",176,1,0.65,6.33,1
"厦门飞机",416,1,0.74,5.91,0
"网上订机票",1317,21,13.24,10,0
"三亚折扣机票",136,5,2.25,7.61,0
"特价机票查询",66,1,0.63,8.08,0
"广州机票价格",1137,18,12.63,4.53,0
"特惠机票订购",11,1,0.84,7.8,0
"五一的特价机票",4,1,1.02,1,0
"成都-机票",3,1,1.21,2,0
"特价机票价格查询",294,14,9.29,7.13,0
"最低飞机票",12,1,0.73,12.57,0
"贵阳机票",28,3,1.58,6.04,0
"杭州飞机时刻表",170,2,1.15,4.29,0
"预订机票",95,2,2.5,5.73,0
"太原的飞机",74,1,0.72,6.71,0
"烟台航班时刻表",81,2,1.14,3.41,0
"长春机票价格查询",91,3,1.7,9.2,0
"哈尔滨航班查询",261,1,0.44,7.35,0
"深圳飞机票网上订票",13,1,0.69,8.75,0
"机票号查询",19,1,0.47,7.56,0
"西安飞机",586,5,3.34,6.01,0
"订机票网站",407,3,1.79,8.83,0
"什么时候飞机票最便宜",21,3,1.25,5.63,0
"广州飞机票价",51,2,0.83,8.18,0
"机票预订网站",23,1,1.1,6.48,0
"机票订购网",68,4,3.75,6.14,1
"广州-机票网",24,1,0.91,5.78,0
"广州飞机",609,1,0.67,4.9,0
"北京最低折扣机票",63,2,1.4,8.14,0
"三亚机票多少钱",24,1,0.75,10.46,0
"特惠机票订购",20,2,1.66,6.11,0
"低价机票",142,8,8.46,6.8,0
"查飞机票",37,1,0.72,10.03,0
"打折机票票价查询",32,1,0.47,12.96,0
"武汉特价机票",17,1,0.65,9.67,0
"订飞机票",1809,59,60.1,7.49,2
"武汉飞机",194,2,1.26,7.31,0
"买飞机票",540,2,1.11,7.66,0
"哈尔滨飞机票",139,1,0.58,7.58,0
"哪个网站飞机票便宜",16,2,0.84,5.38,0
"机票-网",109,2,0.98,7.37,0
"海口飞机预订",5,1,1.1,4,0
"大连特价机票",40,3,2.8,6.16,0
"海南特价机票",20,3,2.01,1.21,0
"贵阳机票",41,1,0.71,6.44,0
"武汉机票",126,3,1.98,8.06,0
"昆明的飞机",246,4,1.2,6.36,0
"广州便宜机票",14,2,1.94,2.18,0
"重庆机票预定",24,1,0.75,8.09,0
"特价北京机票",144,2,2.12,8.72,0
"厦门特价飞机票",126,1,0.74,7.83,0
"机票特价",43,1,0.86,5.23,0
"购机票",624,25,19.77,7.59,3
"南京机票价格",4,1,0.58,8,0
"哈尔滨的飞机票",135,1,0.3,9.79,0
"丽江机票",25,1,0.65,8.5,0
"最便宜的机票网",17,1,0.34,5.09,0
"沈阳机票",33,1,0.49,7.4,0
"最便宜机票网",5,1,0.34,9.25,0
"机票预定网站",764,1,0.44,7.22,0
"深圳机票价格查询",96,1,0.69,9.76,0
"特价机票网站",24,1,0.45,10.9,0
"网上低价往返机票",286,32,23.62,6.76,2
"途牛网机票",40,12,5.67,1.06,1
"三亚航班时刻表",31,2,1.53,3.19,0
"优惠机票",1067,19,15.44,9.58,0
"特价飞机票网上订票",20,1,0.5,10.81,0
"机票预定网站",121,1,0.34,7.84,0
"厦门飞机票预定",47,1,0.64,8.91,0
"上海飞机时刻表",271,1,0.53,5.29,0
"三亚的航班",87,1,0.43,7.16,0
"机票什么时候订最便宜",81,4,2.98,5.33,1
"三亚特价机票",60,7,6.49,4.19,0
"最便宜机票",65,2,1.39,9.6,0
"上海飞机票查询",204,2,2.09,9.63,0
"南京飞机票预定",29,1,0.67,7.64,0
"武汉-机票",5,1,0.64,5,0
"春节期间机票",23,1,0.66,5.71,0
"买机票网站",83,3,1.21,4.64,0
"特价广州飞机票",33,2,1.36,7.74,0
"穷游网机票",32,2,1.2,9.44,0
"广州机票预订",169,2,1.46,7.98,0
"北京机票预定",42,1,0.59,7.76,0
"网上飞机票预订",339,1,1.1,8.71,0
"去三亚机票",11,1,0.8,7.5,0
"南京优惠机票",281,8,3.6,7.96,5
"特价机票查询",4723,85,37.75,8.54,1
"上海-飞机票",4,1,0.76,6,0
"杭州的航班",72,1,0.59,8.3,0
"机票查询-携程网",2605,96,142.99,4.33,6
"哈尔滨飞机票",48,1,0.82,9.48,0
"5.1机票",52,12,13.02,4,1
"三亚机票",49,5,3.11,4.48,0
"去哪网机票预订",531,3,1.32,10.24,0
"买机票网站",65,1,0.5,7.08,0
"如何买到特价机票",27,1,0.75,5.45,0
"上海飞机票多少钱",61,2,1.32,5.86,0
"预订机票",41,1,1.26,10.03,0
"上海预订机票",32,1,0.79,7.04,0
"厦门飞机票预定",69,1,0.52,7.52,0
"飞机票网上订票",565,8,4.83,9.39,4
"打折机票价格",358,3,3.11,7.47,0
"广州便宜飞机票",159,1,1.04,9.52,0
"特价机票",3224,76,46.9,9.67,13
"预定便宜机票",1435,59,38.3,8.1,1
"哈尔滨航班时刻表",116,3,1.89,4.44,0
"昆明的飞机票",504,2,0.86,8.1,0
"飞机票网上订票",1755,54,32.09,8.39,3
"青岛机票信息",32,1,0.89,9.93,0
"飞机票网上订票",3900,45,36.71,8.22,0
"哈尔滨航班时刻表",146,5,3.27,4.49,0
"上海飞机票",699,10,5.5,8.35,0
"优惠机票",124,3,2.43,9.51,0
"什么时候机票最便宜",90,4,1.89,7.61,0
"预定廉价机票",88,9,5.93,5.42,0
"天津飞机票价",18,1,0.53,7.13,0
"哈尔滨航班",49,1,0.79,7.52,0
"厦门机票特价",39,1,0.58,7.05,0
"大连便宜机票",5,1,1,1,0
"三亚机票订购",12,1,0.62,9.25,0
"西安机票价格",11,1,0.53,9.4,0
"最便宜飞机票",197,9,5.65,7.21,0
"重庆特价飞机票",251,2,1.33,8.52,0
"网上订北京机票",46,1,1.09,9.38,0
"广州航班",81,1,0.3,7.61,0
"订购厦门飞机票",6,1,0.92,8.67,0
"北京机票查询网",6,1,0.53,4.75,0
"打折机票查询",1159,78,82.56,7.14,2
"买飞机票",1014,30,24.19,5.56,1
"机票价格怎么算",37,1,0.49,5.77,0
"大连特价机票查询",13,1,0.57,8.45,0
"哈尔滨定票",4,1,0.65,1,0
"西双版纳航班",30,1,0.77,4.73,0
"买飞机票",816,15,8.92,7.17,1
"厦门特价机票",55,4,2.98,5.67,0
"北京打折机票查询",23,1,0.7,8.05,0
"大连航班查询",105,1,0.44,5.87,0
"2013春节特价机票",15,2,1.23,4.71,0
"上海特价飞机票",6,1,1.07,3.4,0
"厦门机票价格",20,1,0.78,6.06,0
"海口-机票价格",10,1,1.09,9.33,0
"广州机票价格",32,5,3.58,8.16,0
"怎么订机票",61,2,1.8,8.73,0
"订机票-网站",593,2,0.95,6.47,0
"超低机票",8,1,0.34,10.83,0
"上海往返机票",31,1,0.79,6.22,0
"深圳订机票电话",15,1,1.19,3.45,0
"成都机票预订",35,1,0.75,9.09,0
"广州的飞机票",63,2,1.18,8.8,0
"飞机票最低折扣",24,1,0.34,5.53,0
"三亚特价机票",97,4,2.95,7.44,0
"购飞机票官网",15,1,0.45,7.22,0
"去哪儿网订机票可靠吗",149,2,0.92,4.43,0
"订机票-深圳",648,19,12.52,7.4,1
"西双版纳飞机票价",64,2,1.49,7.48,0
"哈尔滨的飞机",69,1,0.53,7.13,0
"厦门特价机票",106,11,9.25,5.84,0
"成都打折机票",47,4,2.42,7.98,0
"上海打折机票",101,5,3.6,6.91,0
"西安机票",336,3,3.03,9.38,0
"济南飞机票",40,2,1.37,5.63,0
"头等舱机票查询",36,2,0.74,7.9,0
"大连机票",142,2,2.16,7.93,0
"订三亚机票",9,1,0.67,6.17,0
"北京的机票",683,14,9.95,8.84,0
"昆明的机票",181,3,1.99,10.73,0
"海口机票",20,1,0.75,4.81,0
"飞机票官网",61,1,0.48,8.2,0
"头等舱机票查询",35,4,1.9,5.22,0
"乌鲁木齐机票查询",58,1,0.54,8.29,0
"飞机票网上订购",87,1,0.48,7.09,0
"广州特价飞机票",1177,6,2.88,8.46,0
"特价西安机票",6,1,0.63,4.5,0
"去哪儿网机票查询",1196,1,0.7,7.04,0
"南京机票",12,2,1.59,9,0
"飞机票预定",12018,160,94.89,9.03,11
"在哪买机票最便宜",14,1,0.42,8.73,0
"特价机票网怎么样",11,1,0.44,4.5,0
"广州打折机票网",5,1,0.88,7,0
"深圳飞机票订购",11,2,2.28,6.67,0
"上海飞机票",135,1,0.62,10.93,0
"机票打折",1220,48,49.83,8.4,2
"特价飞机票",164,8,5.2,8.31,0
"预订折扣机票",61,3,3.11,9.25,0
"昆明飞机票价",191,2,0.94,8.22,0
"广州机票预定",7,1,0.81,7.33,0
"珠海航班",54,1,0.75,5.94,0
"厦门飞机时刻表",35,3,1.84,3.56,0
"南昌打折机票",7,1,0.53,5,0
"机票网上订票官网",29,1,0.45,10.96,0
"上海订机票",27,2,2.15,5.62,0
"西安飞机票",72,1,0.3,6.98,0
"深圳飞机票预订",20,1,0.86,7.25,0
"北京飞机票",312,2,1.9,8.69,0
"头等舱机票查询",35,1,0.45,5.65,0
"飞机票特价查询",226,5,2.45,9.15,0
"上海订机票",1715,13,10.18,9.38,0
"海口机票价格",27,1,0.78,5.41,0
"广州航班时刻表",118,2,1.14,5.73,0
"广州飞机票预定",112,1,0.67,7.92,0
"特价机票查询网",114,5,3.5,9.1,0
"哪个网站订机票可靠",21,1,0.42,4.75,0
"机票",42455,407,381.82,5.33,20
"昆明特价机票",45,3,2.25,6.74,0
"九寨沟机票",15,1,0.59,6.17,0
"飞机票最便宜",31,1,0.5,7.32,0
"乌鲁木齐的飞机票",90,2,1.26,8.29,0
"飞机票查询网",2071,17,14.78,8.52,1
"厦门特价机票",34,5,3.7,2.69,0
"深圳机票预订",37,2,2.4,6,0
"天津特价飞机票",215,5,3.73,7.99,0
"长沙机票",100,1,0.3,7.49,0
"头等舱机票查询",46,1,0.34,7.74,1
"南昌特价机票",731,12,8.1,9.05,3
"长沙订机票",58,3,2.04,5.38,0
"南京特价机票",71,2,1.53,8.19,0
"厦门机票",82,1,0.63,8,0
"五一期间飞机票",10,2,1.53,2,0
"厦门的飞机票",66,1,0.51,8.25,0
"上海-机票",14,1,0.94,5.1,0
"九寨沟天气",1774,1,0.3,2.88,0
"北京的航班",371,1,0.3,6.72,0
"广州航班时刻表",186,1,0.53,5.71,0
"广州机票特价",94,3,1.95,11.26,0
"三亚航班时刻表",28,2,1.32,4.52,0
"飞机票订购",191,1,0.6,9.34,1
"三亚-飞机票",1926,70,40.09,7.02,1
"悠哉旅游网",1014,1,0.69,4.62,0
"深圳飞机票预订",7,1,1.19,5,0
"杭州机票",78,2,1.88,5.42,0
"飞机票",46290,87,58.94,7.26,0
"厦门航班时刻表",22,1,0.7,4.94,0
"丽江飞机票",9,3,3.94,1,0
"上海-买机票",66,4,3.27,7.95,0
"机票查询网",208,2,0.92,11.71,0
"广州的航班",256,2,1.84,6,0
"黄山门票网",53,3,2.37,5.19,0
"在哪个网站订机票最便宜",5,1,0.47,3.67,0
"北京飞机票",112,1,0.79,7.75,0
"机票预订",6366,168,154.76,8.94,10
"预订机票",2276,37,18.87,9.42,4
"廉价机票订购",244,28,23.38,5.28,1
"深圳打折机票查询",4,1,0.69,3,0
"上海-买机票",99,2,1.64,6.8,0
"国内低价机票",32,4,3.15,5.94,0
"上海-预订机票",108,1,0.48,9.33,0
"今年十一怎么放假",168,1,0.3,1,0
"天津飞机时刻表",15,2,1.39,4.36,0
"重庆机票网",18,1,0.77,5.88,0
"三亚打折机票价格查询",3,1,1.03,9,0
"一折机票",55,18,16.57,3.12,1
"九江机票",4,1,0.75,6,0
"上海订机票",172,5,3.5,10.06,8
"厦门特价机票",291,2,1.41,7.3,0
"哪里买飞机票最便宜",27,1,0.45,7.38,0
"武汉机票",15,1,0.6,7.46,0
"南京机票",8,1,0.42,7.6,0
"北京机票",312,3,2.07,7.41,0
"去哪儿网机票查询",1750,2,0.95,5.69,0
"途牛网机票",38,12,5.42,1.07,0
"哪里订机票便宜",75,2,1.03,6.24,0
"西安飞机票查询",163,2,1.52,9.03,0
"广州特价机票查询",5,1,0.89,8.67,0
"携程网飞机",162,1,0.61,10.07,0
"五一的机票",53,9,8.82,4.13,0
"特价南昌机票网",6,1,0.7,7.6,0
"上海国内机票预订",8,1,1,7.25,0
"定南京机票",21,1,0.3,7.65,0
"兰州机票",753,9,6.5,8.77,0
"机票-抢购",6,1,0.34,6,0
"机票打折",671,21,17.25,11.27,1
"机票旅行网",556,46,22.23,2.9,0
"定机票便宜的网站",3,1,0.39,6.5,0
"五一-机票",16,1,1.27,4.29,0
"大连特价机票",30,1,1.04,6,0
"特价珠海飞机票",14,1,0.79,10.22,0
"深圳打折飞机票",8,1,0.85,7,0
"特价机票",5713,108,101.58,9.8,6
"杭州特价机票",47,3,2.8,4.51,0
"购机票",914,51,41.52,8.36,1
"订购机票",1743,29,18.67,10.86,2
"天津机票",18,1,0.98,7.57,0
"北京到海拉尔机票查询",7,1,1.33,3,0
"什么时候机票便宜",12,3,1.27,4.11,0
"泸州飞机票",10,1,0.44,4,0
"沈阳机票预订",22,1,0.34,10.39,0
"深圳机票",121,11,13.81,4.38,0
"去哪儿网特价机票",1151,3,1.4,11.92,0
"一折机票查询",34,3,1.39,6,0
"广州折扣机票",7,1,0.83,6.8,0
"北京特价机票预订",25,1,0.68,6.1,0
"北京国内机票预订",6,1,0.8,5,0
"特价成都机票查询",130,3,2.8,7.56,0
"哈尔滨折扣机票",33,1,0.54,9.84,0
"三亚飞机票多少钱",27,1,0.3,9.54,0
"乌鲁木齐飞机时刻表",17,1,0.33,4.2,0
"折扣机票",3502,68,125.57,8.25,4
"大连航班时刻表",116,3,1.76,3.59,0
"桂林-飞机票",21,1,0.46,7.8,0
"打折机票",3844,123,126.14,8.26,7
"丽江机票",69,2,1.44,6.2,0
"长沙机票预订",18,5,5.41,3.47,0
"深圳到长春特价机票",16,2,2.59,6.42,0
"上海-打折飞机票",8,1,0.85,4.8,0
"长春飞机",194,1,0.63,6.77,0
"杭州机票",61,2,1.45,9.65,0
"机票订购",2131,36,21.11,9.06,2
"订机票网站",586,21,13.6,6.64,0
"银川特价机票",53,1,0.74,10.7,0
"长沙机票",45,1,0.79,8.05,0
"网上订机票",4464,34,34.94,9.85,2
"便宜的机票",7,1,0.6,7.17,0
"定机票-西安",62,1,0.53,10.32,0
"海南特价机票",11,2,1.4,1.09,0
"南宁特价机票",205,3,2.11,8.04,0
"机票票查询",109,2,0.6,10.1,0
"天津航班时刻表",121,3,1.67,4.57,0
"北京机票优惠",5,1,0.68,5,0
"上海飞机票查询",39,1,0.84,10.89,0
"重庆航班时刻表",56,3,1.83,4.2,0
"特价打折机票",9,1,0.74,10,0
"西安航班时刻表",87,4,2.67,4.71,0
"广州飞机",3973,22,22.87,7.8,1
"特价深圳机票",28,1,0.61,9.18,0
"深圳预定机票",16,1,0.85,10.75,0
"广州飞机时刻表",23,1,1.1,5.8,0
"上海的机票多少钱",12,1,0.65,6.57,0
"深圳特价机票",231,2,1.27,10.77,1
"订机票去哪个网站",5,1,0.45,4.33,0
"在哪订机票便宜",13,1,0.97,9.11,0
"抢机票",17,3,1.91,3.33,0
"呼和浩特打折机票",92,1,0.7,6.94,0
"北京-打折机票",18,3,2.87,5.72,0
"广州特价机票",111,2,0.6,9.84,0
"那个网站飞机票便宜",13,2,0.97,3.3,0
"折扣机票",98,4,2.5,6.92,1
"国内特价机票查询",15,1,0.34,11.5,0
"天津-飞机票",241,4,3.03,8.42,0
"同程网机票查询",51,1,0.3,4.74,0
"查机票的网站",10,1,0.34,7.33,0
"深圳-折扣机票",5,1,0.97,5.67,0
"特价机票查询",4501,158,100.29,7.81,3
"上海预定机票",10,2,2.08,7.5,0
"预订机票",79,2,2.06,5.92,0
"深圳机票预订",517,2,0.95,9.73,0
"北京机票票价查询",70,1,0.87,8.32,0
"机票预订",5141,100,46.52,11.07,4
"厦门机票预定",1306,18,8.47,8.54,0
"广州便宜机票",324,8,5.16,7.53,0
"昆明机票多少钱",130,3,1.37,6.22,0
"深圳机票",130,7,5.82,5.65,0
"哪里机票便宜",14,1,0.42,7.17,0
"南航飞机票",89,1,0.45,9.39,0
"秦皇岛机票",6,1,0.54,5.2,0
"淘宝机票查询",46,1,0.5,8.19,0
"武汉航班时刻表",152,3,2.01,4.02,0
"天津的航班",7,1,0.53,5.33,0
"呼和浩特低价机票",5,1,0.98,4,0
"飞机票预定",7090,367,342.26,8.52,2
"三亚机票",86,6,3.57,4.81,1
"上海机票",180,1,0.76,7.69,0
"机票酒店",13,1,0.55,3.56,0
"厦门机票预定",311,5,2.99,8.87,0
"飞机票儿童票",86,4,3.38,3.44,0
"昆明-机票",81,1,0.55,9.39,8
"哈尔滨-机票",10,1,0.65,8.88,0
"广州机票",30,1,1,4.54,0
"郑州航班查询",293,1,0.3,6.36,0
"沈阳机票",8,1,0.56,10.4,0
"哈尔滨航班时刻表",177,11,9.55,4.24,0
"网机票查询",6,1,0.49,7,0
"三亚特价机票",681,15,13.82,7.66,0
"武汉飞机时刻表",15,1,0.3,4.85,0
"哈尔滨特价机票查询",87,1,0.79,8.63,0
"哪里订机票最便宜",128,6,6.45,7.65,0
"郑州飞机票便宜",5,2,1.43,6,0
"西安飞机票价",23,1,0.61,8.14,0
"飞机票便宜",66,1,0.5,6.93,0
"南京飞机票查询",273,1,0.3,8.75,0
"北京特价机票预定",321,25,26.59,6.56,1
"海南航空特价机票",125,1,0.47,10.29,0
"郑州飞机票",40,1,0.3,8,0
"广州机票往返",30,1,0.85,10.42,0
"十一前特价机票",5,1,0.9,3,0
"飞机票最低折扣",26,2,0.96,7.28,0
"深圳机票查询",57,5,3.74,5.65,0
"广州廉价机票",12,2,4.16,1.13,0
"广州便宜飞机票",58,2,1.55,8.59,0
"天津打折机票",5,1,0.62,4.25,0
"预订机票",3880,56,29.31,10.16,1
"珠海航班",63,1,0.7,6.67,0
"南京飞机票",147,6,4.11,6.75,0
"北京-打折飞机票",13,1,0.74,6,0
"广州便宜机票",184,9,6.54,7.47,1
"重庆-飞机票",15,1,0.5,8.36,0
"2013年春节机票",13,4,3.75,1,0
"特价长沙飞机票",14,1,0.74,7.22,0
"途牛-机票",13,2,0.97,1,0
"什么网定机票最便宜",14,1,0.5,3.31,0
"呼和浩特的机票",9,1,0.7,6.44,0
"海口特价机票",133,4,2.83,7.09,0
"延吉飞机票",7,1,0.73,3.5,0
"广州飞机票多少钱",25,1,0.53,9.39,0
"南京机票查询",7,1,0.78,8,0
"网上订票网站",317,5,3.17,3.11,0
"五一便宜机票",12,1,0.61,3,0
"西安飞机时刻表",35,2,1.26,5.42,0
"深圳特价机票查询",28,2,2.59,7.58,0
"特价机票",9482,111,82.26,9.37,3
"上海-飞机票",188,3,2.36,8.12,0
"婴儿机票",112,1,0.85,2.34,0
"济南的飞机",363,5,2.94,5.42,0
"哪个网站买机票最便宜",13,1,0.49,9,0
"哪个网订机票最便宜",9,1,0.45,5.8,0
"飞机票预定",811,5,5.04,10.64,0
"上海-预订机票",319,3,2.05,9.9,0
"广州的飞机票",233,1,0.5,9.48,0
"郑州特价飞机票",116,3,1.74,7.23,0
"广州机票特价",365,12,8.81,8.02,0
"长春飞机",188,1,0.64,5.52,0
"飞机票订购",600,18,8.97,9.38,0
"网上订机票",2569,19,19.77,8.86,0
"深圳机票查询",86,8,9.88,4.98,0
"南京-买机票",4,1,1.38,9,0
"上海打折机票",33,1,1.08,12.53,0
"天津机票",15,2,0.93,6.58,0
"那个网站机票最便宜",11,1,0.46,5.5,0
"成都飞机时刻表",59,1,0.62,6.29,0
"广州飞机票价",128,2,1.27,9.06,0
"成都-飞机票",240,4,2.47,8.29,0
"深圳机票预订",16,2,1.63,5.91,0
"广州飞机票查询",129,5,4.41,6.17,0
"重庆特价机票",48,6,4.25,8.28,0
"乌鲁木齐便宜机票",59,1,0.72,7.71,0
"订机票网站",528,28,17.45,6.11,0
"三亚特价机票",24,1,0.55,6.09,0
"在哪订机票便宜",9,1,0.98,5,0
"哪个网站飞机票便宜",10,2,0.8,6,0
"什么时候订机票最便宜",143,3,2.17,4.71,0
"昆明特价机票网",7,1,0.62,7.2,0
"成都航班查询",21,1,0.57,6.65,0
"特价机票端午节",4,2,1.58,3.67,0
"上海-买机票",96,2,1.68,6.54,1
"武汉的飞机",192,1,0.53,6.55,0
"深圳特价机票",68,4,4.61,6.69,0
"厦门机票预定",543,5,2.43,9.02,0
"飞机查询",144,1,0.49,8.73,0
"广州飞机时刻表",34,1,0.53,5.13,0
"乌鲁木齐飞机",205,2,1.5,6.89,0
"三亚机票查询",10,1,0.65,4.86,0
"网上哪里买机票便宜",31,1,0.48,6.32,0
"三亚飞机时刻表",16,2,1.59,3.91,0
"南京机票查询",156,1,0.84,8.9,0
"特价机票",3747,142,140.93,7.6,1
"厦门机票",89,5,2.93,6.86,0
"购机票",611,30,22.33,6.85,1
"南京飞机时刻表",15,1,0.75,3.75,0
"北京航班",385,1,0.73,6.79,0
"天津航班时刻表",117,3,1.72,4.05,0
"五一飞机票价",30,4,4.04,2.23,0
"机票订购官方网站",51,1,0.3,10.72,0
"上海特价飞机票",6,1,0.75,3,0
"上海的航班",337,3,1.32,7.01,0
"优惠飞机票",5,1,0.75,8,0
"西安特价飞机票",351,4,2.85,7.15,2
"订机票的网站",79,5,4.18,6.98,0
"海口机票",16,2,1.24,6.42,0
"6月份机票特价",8,1,0.67,6.4,0
"三亚机票",57,2,1.86,5.33,0
"特价北京机票网",15,1,0.75,7,0
"天津飞机票",64,1,0.73,8.31,0
"昆明便宜机票",33,1,0.71,8.69,0
"便宜的机票网站",6,1,0.35,7,0
"订机票最便宜的网站",650,35,22.48,5.55,1
"乌鲁木齐机票预订",3,1,0.75,7,0
"重庆特价机票查询",20,1,0.68,8.81,0
